Sensorname,timestamp,distanceToWaterInMM,timestampInUTC
1BB,1781762781074,574,2026-06-18T06:06:21.074Z
2BB,1781762781074,1647,2026-06-18T06:06:21.074Z
1SB,1781762781106,157,2026-06-18T06:06:21.106Z
2SB,1781762781127,261,2026-06-18T06:06:21.127Z
1SB,1781762783095,157,2026-06-18T06:06:23.095Z
2SB,1781762783126,261,2026-06-18T06:06:23.126Z
2BB,1781762783173,1324,2026-06-18T06:06:23.173Z
2BB,1781762784908,1394,2026-06-18T06:06:24.908Z
2SB,1781762784939,261,2026-06-18T06:06:24.939Z
1SB,1781762784990,157,2026-06-18T06:06:24.990Z
2BB,1781762787011,4107,2026-06-18T06:06:27.011Z
2SB,1781762787035,260,2026-06-18T06:06:27.035Z
1SB,1781762787066,153,2026-06-18T06:06:27.066Z
1SB,1781762789064,157,2026-06-18T06:06:29.064Z
2BB,1781762789110,1268,2026-06-18T06:06:29.110Z
2SB,1781762789127,260,2026-06-18T06:06:29.127Z
2BB,1781762791023,1412,2026-06-18T06:06:31.023Z
2SB,1781762791127,260,2026-06-18T06:06:31.127Z
1SB,1781762791137,153,2026-06-18T06:06:31.137Z
1SB,1781762793138,153,2026-06-18T06:06:33.138Z
2BB,1781762793220,394,2026-06-18T06:06:33.220Z
2SB,1781762793220,260,2026-06-18T06:06:33.220Z
2BB,1781762795127,0,2026-06-18T06:06:35.127Z
1SB,1781762795220,157,2026-06-18T06:06:35.220Z
2SB,1781762795220,260,2026-06-18T06:06:35.220Z
2BB,1781762796947,1551,2026-06-18T06:06:36.947Z
2SB,1781762797033,260,2026-06-18T06:06:37.033Z
1SB,1781762797105,153,2026-06-18T06:06:37.105Z
1SB,1781762799104,153,2026-06-18T06:06:39.104Z
2SB,1781762799126,260,2026-06-18T06:06:39.126Z
2BB,1781762799153,1668,2026-06-18T06:06:39.153Z
2BB,1781762801066,1197,2026-06-18T06:06:41.066Z
2SB,1781762801130,261,2026-06-18T06:06:41.130Z
1SB,1781762801189,153,2026-06-18T06:06:41.189Z
1SB,1781762803168,153,2026-06-18T06:06:43.168Z
2SB,1781762803220,261,2026-06-18T06:06:43.220Z
2BB,1781762803263,1096,2026-06-18T06:06:43.263Z
2BB,1781762805179,994,2026-06-18T06:06:45.179Z
2SB,1781762805226,261,2026-06-18T06:06:45.226Z
1SB,1781762805258,153,2026-06-18T06:06:45.258Z
2BB,1781762806984,1262,2026-06-18T06:06:46.984Z
2SB,1781762807033,261,2026-06-18T06:06:47.033Z
1SB,1781762807158,153,2026-06-18T06:06:47.158Z
2SB,1781762809127,261,2026-06-18T06:06:49.127Z
1SB,1781762809143,153,2026-06-18T06:06:49.143Z
2BB,1781762809191,985,2026-06-18T06:06:49.191Z
2BB,1781762811387,994,2026-06-18T06:06:51.387Z
2SB,1781762811419,261,2026-06-18T06:06:51.419Z
1SB,1781762811419,157,2026-06-18T06:06:51.419Z
1BB,1781762811470,694,2026-06-18T06:06:51.470Z
1SB,1781762814064,157,2026-06-18T06:06:54.064Z
2BB,1781762814064,433,2026-06-18T06:06:54.064Z
2SB,1781762814086,261,2026-06-18T06:06:54.086Z
1BB,1781762814127,493,2026-06-18T06:06:54.127Z
1SB,1781762815204,157,2026-06-18T06:06:55.204Z
2BB,1781762815220,374,2026-06-18T06:06:55.220Z
2SB,1781762815225,260,2026-06-18T06:06:55.225Z
1BB,1781762815267,504,2026-06-18T06:06:55.267Z
2BB,1781762817033,325,2026-06-18T06:06:57.033Z
2SB,1781762817033,260,2026-06-18T06:06:57.033Z
1SB,1781762817103,157,2026-06-18T06:06:57.103Z
1SB,1781762819376,157,2026-06-18T06:06:59.376Z
2SB,1781762819413,260,2026-06-18T06:06:59.413Z
2BB,1781762819413,0,2026-06-18T06:06:59.413Z
1BB,1781762819444,1357,2026-06-18T06:06:59.444Z
2SB,1781762821135,260,2026-06-18T06:07:01.135Z
2BB,1781762821150,0,2026-06-18T06:07:01.150Z
1BB,1781762821167,1012,2026-06-18T06:07:01.167Z
1SB,1781762821262,157,2026-06-18T06:07:01.262Z
2BB,1781762823251,0,2026-06-18T06:07:03.251Z
1SB,1781762823257,157,2026-06-18T06:07:03.257Z
2SB,1781762823320,260,2026-06-18T06:07:03.320Z
1BB,1781762823359,1371,2026-06-18T06:07:03.359Z
2SB,1781762825334,260,2026-06-18T06:07:05.334Z
1SB,1781762825345,157,2026-06-18T06:07:05.345Z
2BB,1781762825538,-1,2026-06-18T06:07:05.538Z
1BB,1781762825538,-1,2026-06-18T06:07:05.538Z
2BB,1781762827265,0,2026-06-18T06:07:07.265Z
1SB,1781762827329,157,2026-06-18T06:07:07.329Z
2SB,1781762827423,260,2026-06-18T06:07:07.423Z
2SB,1781762829138,260,2026-06-18T06:07:09.138Z
1BB,1781762829172,0,2026-06-18T06:07:09.172Z
2BB,1781762829182,1015,2026-06-18T06:07:09.182Z
1SB,1781762829220,157,2026-06-18T06:07:09.220Z
2SB,1781762831238,260,2026-06-18T06:07:11.238Z
1BB,1781762831253,1466,2026-06-18T06:07:11.253Z
1SB,1781762831314,157,2026-06-18T06:07:11.314Z
2BB,1781762831476,-1,2026-06-18T06:07:11.476Z
2BB,1781762833289,0,2026-06-18T06:07:13.289Z
1SB,1781762833289,157,2026-06-18T06:07:13.289Z
2SB,1781762833321,260,2026-06-18T06:07:13.321Z
1BB,1781762833447,235,2026-06-18T06:07:13.447Z
2BB,1781762835290,5287,2026-06-18T06:07:15.290Z
2SB,1781762835333,260,2026-06-18T06:07:15.333Z
1BB,1781762835381,320,2026-06-18T06:07:15.381Z
1SB,1781762835386,157,2026-06-18T06:07:15.386Z
1SB,1781762837376,157,2026-06-18T06:07:17.376Z
2BB,1781762837408,4080,2026-06-18T06:07:17.408Z
2SB,1781762837420,260,2026-06-18T06:07:17.420Z
1BB,1781762837452,448,2026-06-18T06:07:17.452Z
2SB,1781762839137,261,2026-06-18T06:07:19.137Z
2BB,1781762839233,2916,2026-06-18T06:07:19.233Z
1BB,1781762839265,1009,2026-06-18T06:07:19.265Z
1SB,1781762839265,157,2026-06-18T06:07:19.265Z
1SB,1781762841263,157,2026-06-18T06:07:21.263Z
2BB,1781762841326,1590,2026-06-18T06:07:21.326Z
2SB,1781762841326,261,2026-06-18T06:07:21.326Z
1BB,1781762841358,1334,2026-06-18T06:07:21.358Z
2BB,1781762843236,410,2026-06-18T06:07:23.236Z
1BB,1781762843264,345,2026-06-18T06:07:23.264Z
2SB,1781762843331,261,2026-06-18T06:07:23.331Z
1SB,1781762843347,153,2026-06-18T06:07:23.347Z
1SB,1781762845424,544,2026-06-18T06:07:25.424Z
2SB,1781762845424,261,2026-06-18T06:07:25.424Z
2BB,1781762845439,0,2026-06-18T06:07:25.439Z
1BB,1781762845549,331,2026-06-18T06:07:25.549Z
2SB,1781762847147,261,2026-06-18T06:07:27.147Z
2BB,1781762847163,571,2026-06-18T06:07:27.163Z
1SB,1781762847226,213,2026-06-18T06:07:27.226Z
1BB,1781762847258,332,2026-06-18T06:07:27.258Z
2BB,1781762849451,0,2026-06-18T06:07:29.451Z
1SB,1781762849498,0,2026-06-18T06:07:29.498Z
2SB,1781762849533,260,2026-06-18T06:07:29.533Z
2SB,1781762851251,260,2026-06-18T06:07:31.251Z
2BB,1781762851278,325,2026-06-18T06:07:31.278Z
1SB,1781762851389,0,2026-06-18T06:07:31.389Z
1BB,1781762851458,331,2026-06-18T06:07:31.458Z
2BB,1781762853380,0,2026-06-18T06:07:33.380Z
1SB,1781762853380,0,2026-06-18T06:07:33.380Z
2SB,1781762853444,260,2026-06-18T06:07:33.444Z
1BB,1781762853444,334,2026-06-18T06:07:33.444Z
1BB,1781762855367,334,2026-06-18T06:07:35.367Z
2SB,1781762855447,260,2026-06-18T06:07:35.447Z
2BB,1781762855669,-1,2026-06-18T06:07:35.669Z
2SB,1781762857163,260,2026-06-18T06:07:37.163Z
2BB,1781762857194,432,2026-06-18T06:07:37.194Z
1SB,1781762857258,0,2026-06-18T06:07:37.258Z
1BB,1781762857353,326,2026-06-18T06:07:37.353Z
2BB,1781762859306,325,2026-06-18T06:07:39.306Z
1SB,1781762859353,98,2026-06-18T06:07:39.353Z
2SB,1781762859359,260,2026-06-18T06:07:39.359Z
1BB,1781762859455,400,2026-06-18T06:07:39.455Z
1SB,1781762861522,0,2026-06-18T06:07:41.522Z
2SB,1781762861538,260,2026-06-18T06:07:41.538Z
2BB,1781762861607,1010,2026-06-18T06:07:41.607Z
1BB,1781762861733,325,2026-06-18T06:07:41.733Z
2BB,1781762863332,4543,2026-06-18T06:07:43.332Z
2SB,1781762863350,260,2026-06-18T06:07:43.350Z
1BB,1781762863446,325,2026-06-18T06:07:43.446Z
1SB,1781762865413,783,2026-06-18T06:07:45.413Z
2SB,1781762865460,260,2026-06-18T06:07:45.460Z
2BB,1781762865533,2846,2026-06-18T06:07:45.533Z
1BB,1781762865541,329,2026-06-18T06:07:45.541Z
2BB,1781762867440,1061,2026-06-18T06:07:47.440Z
1SB,1781762867487,440,2026-06-18T06:07:47.487Z
2SB,1781762867551,265,2026-06-18T06:07:47.551Z
1BB,1781762867630,330,2026-06-18T06:07:47.630Z
2BB,1781762869251,971,2026-06-18T06:07:49.251Z
2SB,1781762869264,260,2026-06-18T06:07:49.264Z
1BB,1781762869360,329,2026-06-18T06:07:49.360Z
1SB,1781762869392,514,2026-06-18T06:07:49.392Z
1SB,1781762871377,95,2026-06-18T06:07:51.377Z
1BB,1781762871450,330,2026-06-18T06:07:51.450Z
2BB,1781762871450,1276,2026-06-18T06:07:51.450Z
2SB,1781762871465,260,2026-06-18T06:07:51.465Z
2BB,1781762873362,0,2026-06-18T06:07:53.362Z
1SB,1781762873458,1220,2026-06-18T06:07:53.458Z
2SB,1781762873458,260,2026-06-18T06:07:53.458Z
1BB,1781762873632,330,2026-06-18T06:07:53.632Z
1SB,1781762875455,1132,2026-06-18T06:07:55.455Z
2SB,1781762875471,260,2026-06-18T06:07:55.471Z
1BB,1781762875551,2013,2026-06-18T06:07:55.551Z
2BB,1781762875663,-1,2026-06-18T06:07:55.663Z
2BB,1781762877486,0,2026-06-18T06:07:57.486Z
1SB,1781762877543,4014,2026-06-18T06:07:57.543Z
2SB,1781762877567,261,2026-06-18T06:07:57.567Z
1BB,1781762877725,1093,2026-06-18T06:07:57.725Z
2SB,1781762879283,261,2026-06-18T06:07:59.283Z
2BB,1781762879290,0,2026-06-18T06:07:59.290Z
1SB,1781762879436,1358,2026-06-18T06:07:59.436Z
1BB,1781762879454,762,2026-06-18T06:07:59.454Z
1BB,1781762881363,641,2026-06-18T06:08:01.363Z
1SB,1781762881412,0,2026-06-18T06:08:01.412Z
2SB,1781762881475,260,2026-06-18T06:08:01.475Z
2BB,1781762881501,0,2026-06-18T06:08:01.501Z
2BB,1781762883414,0,2026-06-18T06:08:03.414Z
2SB,1781762883475,260,2026-06-18T06:08:03.475Z
1SB,1781762883512,0,2026-06-18T06:08:03.512Z
1BB,1781762883638,0,2026-06-18T06:08:03.638Z
1SB,1781762885489,0,2026-06-18T06:08:05.489Z
1BB,1781762885552,0,2026-06-18T06:08:05.552Z
2SB,1781762885568,260,2026-06-18T06:08:05.568Z
2BB,1781762885616,1010,2026-06-18T06:08:05.616Z
2BB,1781762887518,0,2026-06-18T06:08:07.518Z
2SB,1781762887573,260,2026-06-18T06:08:07.573Z
1SB,1781762887581,0,2026-06-18T06:08:07.581Z
1BB,1781762887724,0,2026-06-18T06:08:07.724Z
2BB,1781762889628,693,2026-06-18T06:08:09.628Z
1SB,1781762889660,0,2026-06-18T06:08:09.660Z
2SB,1781762889660,260,2026-06-18T06:08:09.660Z
1BB,1781762889819,1734,2026-06-18T06:08:09.819Z
1SB,1781762891373,0,2026-06-18T06:08:11.373Z
2SB,1781762891385,260,2026-06-18T06:08:11.385Z
2BB,1781762891449,4989,2026-06-18T06:08:11.449Z
1BB,1781762891580,450,2026-06-18T06:08:11.580Z
1BB,1781762893465,612,2026-06-18T06:08:13.465Z
1SB,1781762893545,77,2026-06-18T06:08:13.545Z
2BB,1781762893545,3724,2026-06-18T06:08:13.545Z
2SB,1781762893576,280,2026-06-18T06:08:13.576Z
2BB,1781762895461,2702,2026-06-18T06:08:15.461Z
1SB,1781762895540,37,2026-06-18T06:08:15.540Z
2SB,1781762895572,1723,2026-06-18T06:08:15.572Z
1BB,1781762895731,620,2026-06-18T06:08:15.731Z
1SB,1781762897619,0,2026-06-18T06:08:17.619Z
1BB,1781762897635,620,2026-06-18T06:08:17.635Z
2BB,1781762897667,2585,2026-06-18T06:08:17.667Z
2SB,1781762897667,1093,2026-06-18T06:08:17.667Z
2BB,1781762899580,2824,2026-06-18T06:08:19.580Z
2SB,1781762899675,3924,2026-06-18T06:08:19.675Z
1SB,1781762899706,0,2026-06-18T06:08:19.706Z
1BB,1781762899817,615,2026-06-18T06:08:19.817Z
1SB,1781762901696,0,2026-06-18T06:08:21.696Z
2SB,1781762901763,0,2026-06-18T06:08:21.763Z
2BB,1781762901774,0,2026-06-18T06:08:21.774Z
2SB,1781762903476,0,2026-06-18T06:08:23.476Z
2BB,1781762903491,0,2026-06-18T06:08:23.491Z
1SB,1781762903587,0,2026-06-18T06:08:23.587Z
2SB,1781762905571,0,2026-06-18T06:08:25.571Z
1SB,1781762905571,1852,2026-06-18T06:08:25.571Z
2BB,1781762905698,0,2026-06-18T06:08:25.698Z
2BB,1781762907602,0,2026-06-18T06:08:27.602Z
1SB,1781762907665,866,2026-06-18T06:08:27.665Z
2SB,1781762907665,0,2026-06-18T06:08:27.665Z
1BB,1781762907825,620,2026-06-18T06:08:27.825Z
2SB,1781762909391,0,2026-06-18T06:08:29.391Z
2BB,1781762909427,0,2026-06-18T06:08:29.427Z
1SB,1781762909554,0,2026-06-18T06:08:29.554Z
2BB,1781762912098,0,2026-06-18T06:08:32.098Z
1SB,1781762912112,216,2026-06-18T06:08:32.112Z
2SB,1781762912158,0,2026-06-18T06:08:32.158Z
1BB,1781762912208,624,2026-06-18T06:08:32.208Z
1BB,1781762913729,441,2026-06-18T06:08:33.729Z
2BB,1781762913729,0,2026-06-18T06:08:33.729Z
2SB,1781762913777,0,2026-06-18T06:08:33.777Z
1SB,1781762914002,-1,2026-06-18T06:08:34.002Z
1SB,1781762915521,1179,2026-06-18T06:08:35.521Z
2BB,1781762915553,0,2026-06-18T06:08:35.553Z
2SB,1781762915584,0,2026-06-18T06:08:35.584Z
2SB,1781762917688,0,2026-06-18T06:08:37.688Z
1SB,1781762917710,0,2026-06-18T06:08:37.710Z
2BB,1781762917765,0,2026-06-18T06:08:37.765Z
1BB,1781762917836,450,2026-06-18T06:08:37.836Z
2BB,1781762919666,0,2026-06-18T06:08:39.666Z
1SB,1781762919699,48,2026-06-18T06:08:39.699Z
2SB,1781762919775,0,2026-06-18T06:08:39.775Z
1BB,1781762919918,616,2026-06-18T06:08:39.918Z
1SB,1781762921783,0,2026-06-18T06:08:41.783Z
1BB,1781762921821,611,2026-06-18T06:08:41.821Z
2BB,1781762921853,1011,2026-06-18T06:08:41.853Z
2SB,1781762921970,-1,2026-06-18T06:08:41.970Z
2BB,1781762923573,0,2026-06-18T06:08:43.573Z
2SB,1781762923589,0,2026-06-18T06:08:43.589Z
1BB,1781762923643,459,2026-06-18T06:08:43.643Z
1SB,1781762923668,0,2026-06-18T06:08:43.668Z
1SB,1781762925667,0,2026-06-18T06:08:45.667Z
2SB,1781762925687,0,2026-06-18T06:08:45.687Z
2BB,1781762925877,-1,2026-06-18T06:08:45.877Z
2BB,1781762927688,0,2026-06-18T06:08:47.688Z
1SB,1781762927751,0,2026-06-18T06:08:47.751Z
1BB,1781762927814,607,2026-06-18T06:08:47.814Z
2SB,1781762927893,-1,2026-06-18T06:08:47.893Z
2SB,1781762929685,0,2026-06-18T06:08:49.685Z
1SB,1781762929733,0,2026-06-18T06:08:49.733Z
2BB,1781762929802,998,2026-06-18T06:08:49.802Z
1BB,1781762929826,616,2026-06-18T06:08:49.826Z
2SB,1781762931511,869,2026-06-18T06:08:51.511Z
2BB,1781762931524,0,2026-06-18T06:08:51.524Z
1SB,1781762931636,0,2026-06-18T06:08:51.636Z
1BB,1781762931636,616,2026-06-18T06:08:51.636Z
1SB,1781762933626,0,2026-06-18T06:08:53.626Z
2SB,1781762933691,0,2026-06-18T06:08:53.691Z
2BB,1781762933723,0,2026-06-18T06:08:53.723Z
2BB,1781762935628,0,2026-06-18T06:08:55.628Z
1SB,1781762935707,0,2026-06-18T06:08:55.707Z
1BB,1781762935723,611,2026-06-18T06:08:55.723Z
2SB,1781762935898,-1,2026-06-18T06:08:55.898Z
2SB,1781762937704,0,2026-06-18T06:08:57.704Z
1SB,1781762937783,863,2026-06-18T06:08:57.783Z
1BB,1781762937922,450,2026-06-18T06:08:57.922Z
2BB,1781762937926,-1,2026-06-18T06:08:57.926Z
1BB,1781762939719,607,2026-06-18T06:08:59.719Z
2BB,1781762939751,0,2026-06-18T06:08:59.751Z
1SB,1781762939785,0,2026-06-18T06:08:59.785Z
2SB,1781762939814,0,2026-06-18T06:08:59.814Z
1SB,1781762941868,0,2026-06-18T06:09:01.868Z
2SB,1781762941908,0,2026-06-18T06:09:01.908Z
1BB,1781762941913,615,2026-06-18T06:09:01.913Z
2BB,1781762941949,0,2026-06-18T06:09:01.949Z
2SB,1781762943614,0,2026-06-18T06:09:03.614Z
2BB,1781762943672,0,2026-06-18T06:09:03.672Z
1SB,1781762943757,1084,2026-06-18T06:09:03.757Z
2SB,1781762945709,0,2026-06-18T06:09:05.709Z
1BB,1781762945723,446,2026-06-18T06:09:05.723Z
2BB,1781762945962,1012,2026-06-18T06:09:05.962Z
2BB,1781762947676,0,2026-06-18T06:09:07.676Z
1SB,1781762947783,1318,2026-06-18T06:09:07.783Z
2SB,1781762947818,0,2026-06-18T06:09:07.818Z
1BB,1781762947818,611,2026-06-18T06:09:07.818Z
1SB,1781762949832,1183,2026-06-18T06:09:09.832Z
2BB,1781762949879,0,2026-06-18T06:09:09.879Z
1BB,1781762949911,616,2026-06-18T06:09:09.911Z
2SB,1781762950007,-1,2026-06-18T06:09:10.007Z
2BB,1781762951799,0,2026-06-18T06:09:11.799Z
2SB,1781762951814,0,2026-06-18T06:09:11.814Z
1BB,1781762951814,442,2026-06-18T06:09:11.814Z
1SB,1781762951908,1100,2026-06-18T06:09:11.908Z
2SB,1781762953627,857,2026-06-18T06:09:13.627Z
1SB,1781762953707,4112,2026-06-18T06:09:13.707Z
2BB,1781762953707,0,2026-06-18T06:09:13.707Z
1BB,1781762953818,611,2026-06-18T06:09:13.818Z
1BB,1781762955721,620,2026-06-18T06:09:15.721Z
1SB,1781762955784,1142,2026-06-18T06:09:15.784Z
2SB,1781762955816,903,2026-06-18T06:09:15.816Z
2BB,1781762956007,-1,2026-06-18T06:09:16.007Z
2BB,1781762957720,0,2026-06-18T06:09:17.720Z
2SB,1781762957831,934,2026-06-18T06:09:17.831Z
1SB,1781762957863,1134,2026-06-18T06:09:17.863Z
1BB,1781762957911,615,2026-06-18T06:09:17.911Z
1BB,1781762959816,459,2026-06-18T06:09:19.816Z
1SB,1781762959864,469,2026-06-18T06:09:19.864Z
2SB,1781762959927,974,2026-06-18T06:09:19.927Z
2BB,1781762959935,0,2026-06-18T06:09:19.935Z
2BB,1781762961846,0,2026-06-18T06:09:21.846Z
2SB,1781762961924,824,2026-06-18T06:09:21.924Z
1SB,1781762961939,653,2026-06-18T06:09:21.939Z
1BB,1781762962003,615,2026-06-18T06:09:22.003Z
2BB,1781762963658,0,2026-06-18T06:09:23.658Z
1BB,1781762963722,617,2026-06-18T06:09:23.722Z
1SB,1781762963753,611,2026-06-18T06:09:23.753Z
2SB,1781762963835,1052,2026-06-18T06:09:23.835Z
1BB,1781762965815,620,2026-06-18T06:09:25.815Z
1SB,1781762965835,627,2026-06-18T06:09:25.835Z
2SB,1781762965837,995,2026-06-18T06:09:25.837Z
2BB,1781762965863,0,2026-06-18T06:09:25.863Z
2BB,1781762968049,0,2026-06-18T06:09:28.049Z
1BB,1781762968098,616,2026-06-18T06:09:28.098Z
1SB,1781762968098,382,2026-06-18T06:09:28.098Z
2SB,1781762968113,1080,2026-06-18T06:09:28.113Z
2SB,1781762969839,1066,2026-06-18T06:09:29.839Z
2BB,1781762969867,0,2026-06-18T06:09:29.867Z
1SB,1781762969899,1591,2026-06-18T06:09:29.899Z
1BB,1781762969915,612,2026-06-18T06:09:29.915Z
2SB,1781762971928,1024,2026-06-18T06:09:31.928Z
1SB,1781762971995,1591,2026-06-18T06:09:31.995Z
1BB,1781762972012,617,2026-06-18T06:09:32.012Z
2BB,1781762972173,-1,2026-06-18T06:09:32.173Z
2SB,1781762973743,1008,2026-06-18T06:09:33.743Z
1SB,1781762973790,1595,2026-06-18T06:09:33.790Z
2BB,1781762973790,0,2026-06-18T06:09:33.790Z
2SB,1781762975846,990,2026-06-18T06:09:35.846Z
1SB,1781762975878,1595,2026-06-18T06:09:35.878Z
2BB,1781762976090,-1,2026-06-18T06:09:36.090Z
2BB,1781762977818,0,2026-06-18T06:09:37.818Z
1BB,1781762977818,617,2026-06-18T06:09:37.818Z
1SB,1781762977866,1595,2026-06-18T06:09:37.866Z
2SB,1781762977929,997,2026-06-18T06:09:37.929Z
2SB,1781762979941,996,2026-06-18T06:09:39.941Z
1SB,1781762979941,1591,2026-06-18T06:09:39.941Z
1BB,1781762980004,616,2026-06-18T06:09:40.004Z
2BB,1781762980004,0,2026-06-18T06:09:40.004Z
1BB,1781762981911,616,2026-06-18T06:09:41.911Z
2BB,1781762981927,1017,2026-06-18T06:09:41.927Z
1SB,1781762982033,1591,2026-06-18T06:09:42.033Z
2SB,1781762982041,1012,2026-06-18T06:09:42.041Z
1SB,1781762984010,1591,2026-06-18T06:09:44.010Z
2SB,1781762984026,1028,2026-06-18T06:09:44.026Z
1BB,1781762984105,621,2026-06-18T06:09:44.105Z
2BB,1781762984216,-1,2026-06-18T06:09:44.216Z
1BB,1781762985814,617,2026-06-18T06:09:45.814Z
2BB,1781762985846,0,2026-06-18T06:09:45.846Z
2SB,1781762985846,1064,2026-06-18T06:09:45.846Z
1SB,1781762985909,1591,2026-06-18T06:09:45.909Z
1SB,1781762987908,1591,2026-06-18T06:09:47.908Z
2SB,1781762987939,1041,2026-06-18T06:09:47.939Z
1BB,1781762988101,621,2026-06-18T06:09:48.101Z
2BB,1781762988144,-1,2026-06-18T06:09:48.144Z
1BB,1781762989922,438,2026-06-18T06:09:49.922Z
2BB,1781762989965,0,2026-06-18T06:09:49.965Z
1SB,1781762989981,1591,2026-06-18T06:09:49.981Z
2SB,1781762990046,710,2026-06-18T06:09:50.046Z
2SB,1781762992051,909,2026-06-18T06:09:52.051Z
1SB,1781762992078,652,2026-06-18T06:09:52.078Z
1BB,1781762992102,612,2026-06-18T06:09:52.102Z
2BB,1781762992260,-1,2026-06-18T06:09:52.260Z
2BB,1781762993989,1065,2026-06-18T06:09:53.989Z
1SB,1781762994064,1458,2026-06-18T06:09:54.064Z
2SB,1781762994132,714,2026-06-18T06:09:54.132Z
2SB,1781762996143,794,2026-06-18T06:09:56.143Z
1SB,1781762996143,1603,2026-06-18T06:09:56.143Z
2BB,1781762996175,0,2026-06-18T06:09:56.175Z
1BB,1781762996207,442,2026-06-18T06:09:56.207Z
1SB,1781762997858,1591,2026-06-18T06:09:57.858Z
2SB,1781762997860,858,2026-06-18T06:09:57.860Z
2BB,1781762997908,0,2026-06-18T06:09:57.908Z
1BB,1781762997908,441,2026-06-18T06:09:57.908Z
1SB,1781763000033,717,2026-06-18T06:10:00.033Z
2SB,1781763000054,916,2026-06-18T06:10:00.054Z
1BB,1781763000096,608,2026-06-18T06:10:00.096Z
2BB,1781763000203,-1,2026-06-18T06:10:00.203Z
2BB,1781763002014,0,2026-06-18T06:10:02.014Z
2SB,1781763002041,882,2026-06-18T06:10:02.041Z
1SB,1781763002110,1586,2026-06-18T06:10:02.110Z
1SB,1781763004103,1604,2026-06-18T06:10:04.103Z
2SB,1781763004142,670,2026-06-18T06:10:04.142Z
1BB,1781763004190,608,2026-06-18T06:10:04.190Z
2BB,1781763004301,-1,2026-06-18T06:10:04.301Z
2BB,1781763006127,0,2026-06-18T06:10:06.127Z
2SB,1781763006141,899,2026-06-18T06:10:06.141Z
1SB,1781763006189,514,2026-06-18T06:10:06.189Z
1BB,1781763006284,617,2026-06-18T06:10:06.284Z
2BB,1781763007948,0,2026-06-18T06:10:07.948Z
1SB,1781763007988,473,2026-06-18T06:10:07.988Z
1BB,1781763008009,446,2026-06-18T06:10:08.009Z
2BB,1781763009961,1012,2026-06-18T06:10:09.961Z
2SB,1781763010064,892,2026-06-18T06:10:10.064Z
1SB,1781763010072,659,2026-06-18T06:10:10.072Z
1BB,1781763010110,612,2026-06-18T06:10:10.110Z
2BB,1781763012158,1018,2026-06-18T06:10:12.158Z
1SB,1781763012165,1290,2026-06-18T06:10:12.165Z
1BB,1781763012229,608,2026-06-18T06:10:12.229Z
2BB,1781763014076,0,2026-06-18T06:10:14.076Z
1BB,1781763014109,612,2026-06-18T06:10:14.109Z
1SB,1781763014141,1495,2026-06-18T06:10:14.141Z
2SB,1781763014158,966,2026-06-18T06:10:14.158Z
2BB,1781763016182,0,2026-06-18T06:10:16.182Z
1BB,1781763016205,608,2026-06-18T06:10:16.205Z
1SB,1781763016221,1535,2026-06-18T06:10:16.221Z
2BB,1781763017988,0,2026-06-18T06:10:17.988Z
1BB,1781763018007,603,2026-06-18T06:10:18.007Z
1SB,1781763018021,1590,2026-06-18T06:10:18.021Z
2SB,1781763018068,928,2026-06-18T06:10:18.068Z
2SB,1781763020258,947,2026-06-18T06:10:20.258Z
1SB,1781763020290,1527,2026-06-18T06:10:20.290Z
1SB,1781763022196,1515,2026-06-18T06:10:22.196Z
1BB,1781763022196,612,2026-06-18T06:10:22.196Z
2BB,1781763022196,0,2026-06-18T06:10:22.196Z
1BB,1781763024106,608,2026-06-18T06:10:24.106Z
2BB,1781763024122,0,2026-06-18T06:10:24.122Z
2SB,1781763024174,925,2026-06-18T06:10:24.174Z
1SB,1781763024202,1511,2026-06-18T06:10:24.202Z
1SB,1781763026266,1498,2026-06-18T06:10:26.266Z
2SB,1781763026266,747,2026-06-18T06:10:26.266Z
1BB,1781763026297,612,2026-06-18T06:10:26.297Z
2BB,1781763026408,-1,2026-06-18T06:10:26.408Z
2SB,1781763027981,769,2026-06-18T06:10:27.981Z
2BB,1781763028046,0,2026-06-18T06:10:28.046Z
1SB,1781763028068,1612,2026-06-18T06:10:28.068Z
1BB,1781763028110,607,2026-06-18T06:10:28.110Z
2BB,1781763030150,1022,2026-06-18T06:10:30.150Z
1SB,1781763030150,1604,2026-06-18T06:10:30.150Z
1BB,1781763030205,607,2026-06-18T06:10:30.205Z
2BB,1781763032066,0,2026-06-18T06:10:32.066Z
1BB,1781763032098,603,2026-06-18T06:10:32.098Z
1SB,1781763032146,1494,2026-06-18T06:10:32.146Z
2SB,1781763032178,953,2026-06-18T06:10:32.178Z
1SB,1781763034221,1230,2026-06-18T06:10:34.221Z
