Sensorname,timestamp,distanceToWaterInMM,timestampInUTC
2SB,1781777760320,861,2026-06-18T10:16:00.320Z
1SB,1781777760336,819,2026-06-18T10:16:00.336Z
1BB,1781777760368,1021,2026-06-18T10:16:00.368Z
1BB,1781777762179,0,2026-06-18T10:16:02.179Z
2BB,1781777762179,680,2026-06-18T10:16:02.179Z
1SB,1781777762260,823,2026-06-18T10:16:02.260Z
2SB,1781777762306,882,2026-06-18T10:16:02.306Z
2BB,1781777764203,680,2026-06-18T10:16:04.203Z
2SB,1781777764302,892,2026-06-18T10:16:04.302Z
1SB,1781777764318,827,2026-06-18T10:16:04.318Z
1BB,1781777766372,944,2026-06-18T10:16:06.372Z
2BB,1781777766398,680,2026-06-18T10:16:06.398Z
2SB,1781777766398,865,2026-06-18T10:16:06.398Z
1SB,1781777766413,827,2026-06-18T10:16:06.413Z
2BB,1781777770315,679,2026-06-18T10:16:10.315Z
1BB,1781777770366,971,2026-06-18T10:16:10.366Z
2SB,1781777770378,880,2026-06-18T10:16:10.378Z
2BB,1781777772345,680,2026-06-18T10:16:12.345Z
2SB,1781777772377,869,2026-06-18T10:16:12.377Z
1SB,1781777772377,827,2026-06-18T10:16:12.377Z
1BB,1781777772456,966,2026-06-18T10:16:12.456Z
2BB,1781777774347,679,2026-06-18T10:16:14.347Z
1BB,1781777774362,0,2026-06-18T10:16:14.362Z
1SB,1781777774470,832,2026-06-18T10:16:14.470Z
2SB,1781777774474,876,2026-06-18T10:16:14.474Z
2SB,1781777776465,906,2026-06-18T10:16:16.465Z
2BB,1781777776553,680,2026-06-18T10:16:16.553Z
1BB,1781777776560,945,2026-06-18T10:16:16.560Z
1BB,1781777778376,957,2026-06-18T10:16:18.376Z
2BB,1781777778376,680,2026-06-18T10:16:18.376Z
1SB,1781777778445,823,2026-06-18T10:16:18.445Z
2SB,1781777778464,893,2026-06-18T10:16:18.464Z
2BB,1781777780381,680,2026-06-18T10:16:20.381Z
2SB,1781777780461,891,2026-06-18T10:16:20.461Z
1BB,1781777780461,0,2026-06-18T10:16:20.461Z
1SB,1781777780524,823,2026-06-18T10:16:20.524Z
1BB,1781777782364,0,2026-06-18T10:16:22.364Z
2BB,1781777782394,680,2026-06-18T10:16:22.394Z
1SB,1781777782428,823,2026-06-18T10:16:22.428Z
2SB,1781777782444,894,2026-06-18T10:16:22.444Z
2BB,1781777784399,679,2026-06-18T10:16:24.399Z
1BB,1781777784471,964,2026-06-18T10:16:24.471Z
1SB,1781777784523,819,2026-06-18T10:16:24.523Z
2SB,1781777784542,877,2026-06-18T10:16:24.542Z
1BB,1781777786369,968,2026-06-18T10:16:26.369Z
2BB,1781777786417,680,2026-06-18T10:16:26.417Z
1SB,1781777786417,819,2026-06-18T10:16:26.417Z
2SB,1781777786448,924,2026-06-18T10:16:26.448Z
2BB,1781777790369,679,2026-06-18T10:16:30.369Z
1SB,1781777790385,819,2026-06-18T10:16:30.385Z
2SB,1781777790465,886,2026-06-18T10:16:30.465Z
1BB,1781777790465,988,2026-06-18T10:16:30.465Z
1BB,1781777792370,1008,2026-06-18T10:16:32.370Z
1SB,1781777792481,823,2026-06-18T10:16:32.481Z
2SB,1781777792529,907,2026-06-18T10:16:32.529Z
2BB,1781777792545,680,2026-06-18T10:16:32.545Z
2BB,1781777794464,680,2026-06-18T10:16:34.464Z
2SB,1781777794528,910,2026-06-18T10:16:34.528Z
1BB,1781777794559,991,2026-06-18T10:16:34.559Z
1SB,1781777794559,823,2026-06-18T10:16:34.559Z
2BB,1781777796375,680,2026-06-18T10:16:36.375Z
1BB,1781777796375,963,2026-06-18T10:16:36.375Z
1SB,1781777796462,823,2026-06-18T10:16:36.462Z
2SB,1781777796519,898,2026-06-18T10:16:36.519Z
2SB,1781777798507,919,2026-06-18T10:16:38.507Z
1SB,1781777798552,824,2026-06-18T10:16:38.552Z
1BB,1781777798566,949,2026-06-18T10:16:38.566Z
2BB,1781777798570,680,2026-06-18T10:16:38.570Z
1BB,1781777800375,0,2026-06-18T10:16:40.375Z
2BB,1781777800391,760,2026-06-18T10:16:40.391Z
1SB,1781777800446,823,2026-06-18T10:16:40.446Z
2SB,1781777800502,924,2026-06-18T10:16:40.502Z
2BB,1781777802405,680,2026-06-18T10:16:42.405Z
2SB,1781777802498,923,2026-06-18T10:16:42.498Z
1SB,1781777802560,820,2026-06-18T10:16:42.560Z
1BB,1781777802565,0,2026-06-18T10:16:42.565Z
1BB,1781777804375,959,2026-06-18T10:16:44.375Z
2BB,1781777804413,684,2026-06-18T10:16:44.413Z
1SB,1781777804428,823,2026-06-18T10:16:44.428Z
2SB,1781777804499,927,2026-06-18T10:16:44.499Z
2BB,1781777806423,684,2026-06-18T10:16:46.423Z
2SB,1781777806494,937,2026-06-18T10:16:46.494Z
1SB,1781777806518,819,2026-06-18T10:16:46.518Z
1BB,1781777806565,957,2026-06-18T10:16:46.565Z
2BB,1781777808441,683,2026-06-18T10:16:48.441Z
1BB,1781777808467,993,2026-06-18T10:16:48.467Z
2SB,1781777808579,932,2026-06-18T10:16:48.579Z
1SB,1781777808595,823,2026-06-18T10:16:48.595Z
2BB,1781777810451,731,2026-06-18T10:16:50.451Z
2SB,1781777810486,942,2026-06-18T10:16:50.486Z
1SB,1781777810497,824,2026-06-18T10:16:50.497Z
1BB,1781777810562,0,2026-06-18T10:16:50.562Z
1BB,1781777812475,986,2026-06-18T10:16:52.475Z
2BB,1781777812560,679,2026-06-18T10:16:52.560Z
2SB,1781777812572,915,2026-06-18T10:16:52.572Z
1SB,1781777812572,824,2026-06-18T10:16:52.572Z
1BB,1781777814571,978,2026-06-18T10:16:54.571Z
2SB,1781777814571,932,2026-06-18T10:16:54.571Z
2BB,1781777814571,679,2026-06-18T10:16:54.571Z
1SB,1781777814571,823,2026-06-18T10:16:54.571Z
1BB,1781777816458,0,2026-06-18T10:16:56.458Z
2BB,1781777816474,679,2026-06-18T10:16:56.474Z
1SB,1781777816565,824,2026-06-18T10:16:56.565Z
2SB,1781777816565,915,2026-06-18T10:16:56.565Z
2BB,1781777818493,679,2026-06-18T10:16:58.493Z
1SB,1781777818551,828,2026-06-18T10:16:58.551Z
2SB,1781777818551,928,2026-06-18T10:16:58.551Z
1BB,1781777818567,0,2026-06-18T10:16:58.567Z
1SB,1781777820630,828,2026-06-18T10:17:00.630Z
2SB,1781777820646,934,2026-06-18T10:17:00.646Z
1BB,1781777820662,986,2026-06-18T10:17:00.662Z
2BB,1781777820694,679,2026-06-18T10:17:00.694Z
1BB,1781777822468,975,2026-06-18T10:17:02.468Z
2BB,1781777822519,679,2026-06-18T10:17:02.519Z
1SB,1781777822627,823,2026-06-18T10:17:02.627Z
2SB,1781777822642,921,2026-06-18T10:17:02.642Z
2BB,1781777824515,680,2026-06-18T10:17:04.515Z
1SB,1781777824611,823,2026-06-18T10:17:04.611Z
2SB,1781777824627,916,2026-06-18T10:17:04.627Z
1BB,1781777824659,992,2026-06-18T10:17:04.659Z
1BB,1781777826752,1000,2026-06-18T10:17:06.752Z
1SB,1781777826802,823,2026-06-18T10:17:06.802Z
2SB,1781777826830,921,2026-06-18T10:17:06.830Z
2BB,1781777826830,679,2026-06-18T10:17:06.830Z
2SB,1781777828527,922,2026-06-18T10:17:08.527Z
2BB,1781777828543,679,2026-06-18T10:17:08.543Z
1BB,1781777828559,998,2026-06-18T10:17:08.559Z
1SB,1781777828606,823,2026-06-18T10:17:08.606Z
2BB,1781777832656,679,2026-06-18T10:17:12.656Z
1SB,1781777832672,820,2026-06-18T10:17:12.672Z
2SB,1781777832704,919,2026-06-18T10:17:12.704Z
1BB,1781777832757,980,2026-06-18T10:17:12.757Z
1BB,1781777834560,991,2026-06-18T10:17:14.560Z
2BB,1781777834586,678,2026-06-18T10:17:14.586Z
1SB,1781777834671,829,2026-06-18T10:17:14.671Z
2SB,1781777834703,924,2026-06-18T10:17:14.703Z
2BB,1781777840615,678,2026-06-18T10:17:20.615Z
1SB,1781777840647,824,2026-06-18T10:17:20.647Z
2SB,1781777840711,937,2026-06-18T10:17:20.711Z
1BB,1781777840759,974,2026-06-18T10:17:20.759Z
1BB,1781777842662,985,2026-06-18T10:17:22.662Z
1SB,1781777842725,828,2026-06-18T10:17:22.725Z
2SB,1781777842773,921,2026-06-18T10:17:22.773Z
2BB,1781777842820,679,2026-06-18T10:17:22.820Z
2BB,1781777844638,680,2026-06-18T10:17:24.638Z
2SB,1781777844682,926,2026-06-18T10:17:24.682Z
1SB,1781777844719,828,2026-06-18T10:17:24.719Z
1BB,1781777844746,991,2026-06-18T10:17:24.746Z
2BB,1781777848757,676,2026-06-18T10:17:28.757Z
2SB,1781777848774,927,2026-06-18T10:17:28.774Z
1SB,1781777848788,825,2026-06-18T10:17:28.788Z
1BB,1781777848851,973,2026-06-18T10:17:28.851Z
2BB,1781777850676,676,2026-06-18T10:17:30.676Z
1BB,1781777850676,985,2026-06-18T10:17:30.676Z
2SB,1781777850765,919,2026-06-18T10:17:30.765Z
1SB,1781777850785,823,2026-06-18T10:17:30.785Z
2BB,1781777852684,668,2026-06-18T10:17:32.684Z
2SB,1781777852748,914,2026-06-18T10:17:32.748Z
1SB,1781777852782,823,2026-06-18T10:17:32.782Z
1BB,1781777852843,979,2026-06-18T10:17:32.843Z
1BB,1781777854760,968,2026-06-18T10:17:34.760Z
2SB,1781777854839,926,2026-06-18T10:17:34.839Z
1SB,1781777854855,823,2026-06-18T10:17:34.855Z
2BB,1781777854887,672,2026-06-18T10:17:34.887Z
1BB,1781777856663,987,2026-06-18T10:17:36.663Z
2BB,1781777856715,677,2026-06-18T10:17:36.715Z
1SB,1781777856759,827,2026-06-18T10:17:36.759Z
2SB,1781777856848,929,2026-06-18T10:17:36.848Z
2BB,1781777858710,676,2026-06-18T10:17:38.710Z
2SB,1781777858842,933,2026-06-18T10:17:38.842Z
1SB,1781777858848,828,2026-06-18T10:17:38.848Z
1BB,1781777858854,969,2026-06-18T10:17:38.854Z
1BB,1781777860754,940,2026-06-18T10:17:40.754Z
2BB,1781777860912,679,2026-06-18T10:17:40.912Z
2SB,1781777860932,925,2026-06-18T10:17:40.932Z
2BB,1781777862734,680,2026-06-18T10:17:42.734Z
2SB,1781777862831,931,2026-06-18T10:17:42.831Z
1SB,1781777862833,828,2026-06-18T10:17:42.833Z
1BB,1781777862844,955,2026-06-18T10:17:42.844Z
1BB,1781777864765,958,2026-06-18T10:17:44.765Z
1SB,1781777864909,824,2026-06-18T10:17:44.909Z
2SB,1781777864909,921,2026-06-18T10:17:44.909Z
2BB,1781777864940,677,2026-06-18T10:17:44.940Z
2BB,1781777868778,674,2026-06-18T10:17:48.778Z
1BB,1781777868859,948,2026-06-18T10:17:48.859Z
1SB,1781777868894,820,2026-06-18T10:17:48.894Z
2SB,1781777868894,916,2026-06-18T10:17:48.894Z
1SB,1781777870879,820,2026-06-18T10:17:50.879Z
2SB,1781777870894,900,2026-06-18T10:17:50.894Z
1BB,1781777870954,946,2026-06-18T10:17:50.954Z
2BB,1781777870980,684,2026-06-18T10:17:50.980Z
2BB,1781777874806,680,2026-06-18T10:17:54.806Z
1SB,1781777874870,824,2026-06-18T10:17:54.870Z
2SB,1781777874887,907,2026-06-18T10:17:54.887Z
1BB,1781777874949,955,2026-06-18T10:17:54.949Z
2BB,1781777878829,676,2026-06-18T10:17:58.829Z
1BB,1781777878845,952,2026-06-18T10:17:58.845Z
2SB,1781777878893,895,2026-06-18T10:17:58.893Z
1SB,1781777878956,820,2026-06-18T10:17:58.956Z
2BB,1781777880843,672,2026-06-18T10:18:00.843Z
1SB,1781777880939,833,2026-06-18T10:18:00.939Z
1BB,1781777880939,943,2026-06-18T10:18:00.939Z
2SB,1781777880971,882,2026-06-18T10:18:00.971Z
2BB,1781777882846,677,2026-06-18T10:18:02.846Z
2SB,1781777882873,892,2026-06-18T10:18:02.873Z
1SB,1781777882929,841,2026-06-18T10:18:02.929Z
1BB,1781777883143,-1,2026-06-18T10:18:03.143Z
1BB,1781777884856,962,2026-06-18T10:18:04.856Z
1SB,1781777884922,824,2026-06-18T10:18:04.922Z
2BB,1781777884961,675,2026-06-18T10:18:04.961Z
2SB,1781777884963,876,2026-06-18T10:18:04.963Z
2BB,1781777886873,671,2026-06-18T10:18:06.873Z
2SB,1781777886952,899,2026-06-18T10:18:06.952Z
1SB,1781777886999,824,2026-06-18T10:18:06.999Z
2BB,1781777888884,675,2026-06-18T10:18:08.884Z
2SB,1781777888947,867,2026-06-18T10:18:08.947Z
1BB,1781777888953,947,2026-06-18T10:18:08.953Z
1SB,1781777888994,820,2026-06-18T10:18:08.994Z
2BB,1781777890900,680,2026-06-18T10:18:10.900Z
1SB,1781777890972,816,2026-06-18T10:18:10.972Z
2SB,1781777891036,862,2026-06-18T10:18:11.036Z
1BB,1781777891036,954,2026-06-18T10:18:11.036Z
2SB,1781777893020,855,2026-06-18T10:18:13.020Z
1BB,1781777893036,955,2026-06-18T10:18:13.036Z
1SB,1781777893068,820,2026-06-18T10:18:13.068Z
2BB,1781777893100,691,2026-06-18T10:18:13.100Z
2BB,1781777894910,658,2026-06-18T10:18:14.910Z
1BB,1781777894942,965,2026-06-18T10:18:14.942Z
1SB,1781777894958,824,2026-06-18T10:18:14.958Z
2SB,1781777895027,839,2026-06-18T10:18:15.027Z
2BB,1781777896922,644,2026-06-18T10:18:16.922Z
2SB,1781777897018,839,2026-06-18T10:18:17.018Z
1BB,1781777897034,957,2026-06-18T10:18:17.034Z
1SB,1781777897049,819,2026-06-18T10:18:17.049Z
2BB,1781777898931,638,2026-06-18T10:18:18.931Z
1SB,1781777898956,824,2026-06-18T10:18:18.956Z
2SB,1781777899011,815,2026-06-18T10:18:19.011Z
1BB,1781777899042,941,2026-06-18T10:18:19.042Z
2BB,1781777900953,631,2026-06-18T10:18:20.953Z
2SB,1781777901013,795,2026-06-18T10:18:21.013Z
1SB,1781777901031,819,2026-06-18T10:18:21.031Z
1BB,1781777901047,959,2026-06-18T10:18:21.047Z
2BB,1781777902965,619,2026-06-18T10:18:22.965Z
1BB,1781777903044,0,2026-06-18T10:18:23.044Z
2SB,1781777903092,797,2026-06-18T10:18:23.092Z
1SB,1781777903108,824,2026-06-18T10:18:23.108Z
1BB,1781777904935,965,2026-06-18T10:18:24.935Z
2SB,1781777904999,781,2026-06-18T10:18:24.999Z
1SB,1781777905017,823,2026-06-18T10:18:25.017Z
2BB,1781777905063,610,2026-06-18T10:18:25.063Z
2BB,1781777908982,611,2026-06-18T10:18:28.982Z
2SB,1781777908982,765,2026-06-18T10:18:28.982Z
1SB,1781777909000,820,2026-06-18T10:18:29Z
1BB,1781777909030,944,2026-06-18T10:18:29.030Z
1BB,1781777910935,952,2026-06-18T10:18:30.935Z
2BB,1781777910998,591,2026-06-18T10:18:30.998Z
2SB,1781777911078,752,2026-06-18T10:18:31.078Z
1SB,1781777911078,824,2026-06-18T10:18:31.078Z
1SB,1781777913080,815,2026-06-18T10:18:33.080Z
2SB,1781777913082,739,2026-06-18T10:18:33.082Z
2BB,1781777913111,561,2026-06-18T10:18:33.111Z
1BB,1781777913143,0,2026-06-18T10:18:33.143Z
1BB,1781777914940,965,2026-06-18T10:18:34.940Z
2BB,1781777915020,558,2026-06-18T10:18:35.020Z
1SB,1781777915052,820,2026-06-18T10:18:35.052Z
2SB,1781777915069,733,2026-06-18T10:18:35.069Z
2BB,1781777917036,557,2026-06-18T10:18:37.036Z
1SB,1781777917055,820,2026-06-18T10:18:37.055Z
2SB,1781777917055,740,2026-06-18T10:18:37.055Z
1BB,1781777917135,962,2026-06-18T10:18:37.135Z
1BB,1781777918947,949,2026-06-18T10:18:38.947Z
2BB,1781777918947,543,2026-06-18T10:18:38.947Z
1SB,1781777919048,819,2026-06-18T10:18:39.048Z
2SB,1781777919058,747,2026-06-18T10:18:39.058Z
2SB,1781777921044,734,2026-06-18T10:18:41.044Z
1SB,1781777921124,819,2026-06-18T10:18:41.124Z
1BB,1781777921139,951,2026-06-18T10:18:41.139Z
2BB,1781777921156,527,2026-06-18T10:18:41.156Z
1BB,1781777922951,953,2026-06-18T10:18:42.951Z
2BB,1781777922967,524,2026-06-18T10:18:42.967Z
1SB,1781777923032,819,2026-06-18T10:18:43.032Z
2SB,1781777923046,727,2026-06-18T10:18:43.046Z
2BB,1781777924978,512,2026-06-18T10:18:44.978Z
1SB,1781777925121,819,2026-06-18T10:18:45.121Z
1BB,1781777925137,0,2026-06-18T10:18:45.137Z
2SB,1781777925137,723,2026-06-18T10:18:45.137Z
1BB,1781777927038,979,2026-06-18T10:18:47.038Z
1SB,1781777927101,823,2026-06-18T10:18:47.101Z
2SB,1781777927133,701,2026-06-18T10:18:47.133Z
2BB,1781777927181,510,2026-06-18T10:18:47.181Z
2BB,1781777929003,492,2026-06-18T10:18:49.003Z
1SB,1781777929083,819,2026-06-18T10:18:49.083Z
2SB,1781777929129,696,2026-06-18T10:18:49.129Z
1BB,1781777929143,985,2026-06-18T10:18:49.143Z
2BB,1781777931008,476,2026-06-18T10:18:51.008Z
1BB,1781777931040,1010,2026-06-18T10:18:51.040Z
2SB,1781777931115,671,2026-06-18T10:18:51.115Z
1SB,1781777931179,823,2026-06-18T10:18:51.179Z
1SB,1781777933167,823,2026-06-18T10:18:53.167Z
2SB,1781777933215,659,2026-06-18T10:18:53.215Z
2BB,1781777933215,472,2026-06-18T10:18:53.215Z
1BB,1781777933230,0,2026-06-18T10:18:53.230Z
2SB,1781777935118,670,2026-06-18T10:18:55.118Z
2BB,1781777939150,468,2026-06-18T10:18:59.150Z
2SB,1781777939200,673,2026-06-18T10:18:59.200Z
1SB,1781777939243,824,2026-06-18T10:18:59.243Z
1BB,1781777939420,-1,2026-06-18T10:18:59.420Z
2SB,1781777941183,676,2026-06-18T10:19:01.183Z
2BB,1781777945079,463,2026-06-18T10:19:05.079Z
1SB,1781777945127,823,2026-06-18T10:19:05.127Z
1BB,1781777945127,988,2026-06-18T10:19:05.127Z
2SB,1781777945174,677,2026-06-18T10:19:05.174Z
2BB,1781777951129,468,2026-06-18T10:19:11.129Z
2SB,1781777951164,674,2026-06-18T10:19:11.164Z
1SB,1781777951180,823,2026-06-18T10:19:11.180Z
1BB,1781777951228,1011,2026-06-18T10:19:11.228Z
2SB,1781777953238,680,2026-06-18T10:19:13.238Z
1SB,1781777953285,1142,2026-06-18T10:19:13.285Z
2SB,1781777955329,674,2026-06-18T10:19:15.329Z
2SB,1781777957327,658,2026-06-18T10:19:17.327Z
2BB,1781777959263,472,2026-06-18T10:19:19.263Z
2SB,1781777959312,669,2026-06-18T10:19:19.312Z
2SB,1781777961333,666,2026-06-18T10:19:21.333Z
2SB,1781777963408,658,2026-06-18T10:19:23.408Z
2SB,1781777967290,648,2026-06-18T10:19:27.290Z
2SB,1781777973284,642,2026-06-18T10:19:33.284Z
2SB,1781777975360,636,2026-06-18T10:19:35.360Z
2SB,1781777977454,636,2026-06-18T10:19:37.454Z
1SB,1781777979339,819,2026-06-18T10:19:39.339Z
2BB,1781777979375,470,2026-06-18T10:19:39.375Z
2SB,1781777979450,621,2026-06-18T10:19:39.450Z
2SB,1781777981543,632,2026-06-18T10:19:41.543Z
2BB,1781777983497,487,2026-06-18T10:19:43.497Z
2SB,1781777983638,623,2026-06-18T10:19:43.638Z
2BB,1781777987330,501,2026-06-18T10:19:47.330Z
2SB,1781777987426,616,2026-06-18T10:19:47.426Z
2SB,1781777989501,611,2026-06-18T10:19:49.501Z
2SB,1781777991696,611,2026-06-18T10:19:51.696Z
2SB,1781777993684,626,2026-06-18T10:19:53.684Z
2SB,1781777999569,623,2026-06-18T10:19:59.569Z
2BB,1781778001490,497,2026-06-18T10:20:01.490Z
1BB,1781778001522,0,2026-06-18T10:20:01.522Z
1SB,1781778001633,819,2026-06-18T10:20:01.633Z
2SB,1781778001649,619,2026-06-18T10:20:01.649Z
2SB,1781778003745,607,2026-06-18T10:20:03.745Z
2SB,1781778005745,621,2026-06-18T10:20:05.745Z
2BB,1781778007425,496,2026-06-18T10:20:07.425Z
2SB,1781778007555,619,2026-06-18T10:20:07.555Z
1BB,1781778007618,994,2026-06-18T10:20:07.618Z
2SB,1781778011726,621,2026-06-18T10:20:11.726Z
1SB,1781778013567,819,2026-06-18T10:20:13.567Z
2SB,1781778013726,606,2026-06-18T10:20:13.726Z
2BB,1781778015664,504,2026-06-18T10:20:15.664Z
1BB,1781778015694,0,2026-06-18T10:20:15.694Z
2SB,1781778015806,636,2026-06-18T10:20:15.806Z
1SB,1781778015853,819,2026-06-18T10:20:15.853Z
2BB,1781778017665,496,2026-06-18T10:20:17.665Z
2SB,1781778017887,627,2026-06-18T10:20:17.887Z
2SB,1781778019600,609,2026-06-18T10:20:19.600Z
1SB,1781778019742,823,2026-06-18T10:20:19.742Z
2BB,1781778021586,511,2026-06-18T10:20:21.586Z
1BB,1781778021687,1002,2026-06-18T10:20:21.687Z
2SB,1781778021793,618,2026-06-18T10:20:21.793Z
2SB,1781778023786,618,2026-06-18T10:20:23.786Z
2SB,1781778025872,603,2026-06-18T10:20:25.872Z
1SB,1781778027897,823,2026-06-18T10:20:27.897Z
2SB,1781778028057,617,2026-06-18T10:20:28.057Z
2SB,1781778029671,621,2026-06-18T10:20:29.671Z
1SB,1781778033768,827,2026-06-18T10:20:33.768Z
2SB,1781778033849,627,2026-06-18T10:20:33.849Z
1BB,1781778035778,996,2026-06-18T10:20:35.778Z
2SB,1781778035937,607,2026-06-18T10:20:35.937Z
2SB,1781778037825,620,2026-06-18T10:20:37.825Z
2SB,1781778039927,623,2026-06-18T10:20:39.927Z
2SB,1781778041823,607,2026-06-18T10:20:41.823Z
2SB,1781778043919,620,2026-06-18T10:20:43.919Z
2BB,1781778047830,498,2026-06-18T10:20:47.830Z
1BB,1781778047867,987,2026-06-18T10:20:47.867Z
2SB,1781778047883,619,2026-06-18T10:20:47.883Z
1SB,1781778047899,819,2026-06-18T10:20:47.899Z
2BB,1781778049838,502,2026-06-18T10:20:49.838Z
2SB,1781778049886,615,2026-06-18T10:20:49.886Z
1SB,1781778049886,1061,2026-06-18T10:20:49.886Z
1BB,1781778050061,-1,2026-06-18T10:20:50.061Z
2BB,1781778051660,512,2026-06-18T10:20:51.660Z
1BB,1781778051688,993,2026-06-18T10:20:51.688Z
1SB,1781778051880,828,2026-06-18T10:20:51.880Z
2SB,1781778051880,619,2026-06-18T10:20:51.880Z
2BB,1781778053657,500,2026-06-18T10:20:53.657Z
1BB,1781778053789,0,2026-06-18T10:20:53.789Z
2SB,1781778053879,619,2026-06-18T10:20:53.879Z
1SB,1781778053879,819,2026-06-18T10:20:53.879Z
1SB,1781778055863,1061,2026-06-18T10:20:55.863Z
2BB,1781778055863,499,2026-06-18T10:20:55.863Z
2SB,1781778055863,616,2026-06-18T10:20:55.863Z
1BB,1781778055879,997,2026-06-18T10:20:55.879Z
2BB,1781778057780,507,2026-06-18T10:20:57.780Z
1SB,1781778057859,1067,2026-06-18T10:20:57.859Z
2SB,1781778057859,619,2026-06-18T10:20:57.859Z
1BB,1781778058071,-1,2026-06-18T10:20:58.071Z
1BB,1781778059873,0,2026-06-18T10:20:59.873Z
1SB,1781778059937,1075,2026-06-18T10:20:59.937Z
2SB,1781778059952,626,2026-06-18T10:20:59.952Z
2BB,1781778059984,504,2026-06-18T10:20:59.984Z
1BB,1781778061689,987,2026-06-18T10:21:01.689Z
2BB,1781778061704,503,2026-06-18T10:21:01.704Z
1SB,1781778061924,823,2026-06-18T10:21:01.924Z
2SB,1781778061940,625,2026-06-18T10:21:01.940Z
2BB,1781778063714,506,2026-06-18T10:21:03.714Z
1BB,1781778063778,0,2026-06-18T10:21:03.778Z
1SB,1781778063825,1071,2026-06-18T10:21:03.825Z
2SB,1781778063853,611,2026-06-18T10:21:03.853Z
1BB,1781778065873,0,2026-06-18T10:21:05.873Z
1SB,1781778065921,1075,2026-06-18T10:21:05.921Z
2BB,1781778065921,497,2026-06-18T10:21:05.921Z
2SB,1781778065937,614,2026-06-18T10:21:05.937Z
2BB,1781778067840,505,2026-06-18T10:21:07.840Z
1SB,1781778067920,1072,2026-06-18T10:21:07.920Z
2SB,1781778067920,620,2026-06-18T10:21:07.920Z
1BB,1781778067967,992,2026-06-18T10:21:07.967Z
2BB,1781778069839,502,2026-06-18T10:21:09.839Z
1BB,1781778069966,983,2026-06-18T10:21:09.966Z
1SB,1781778069998,1069,2026-06-18T10:21:09.998Z
2SB,1781778070014,619,2026-06-18T10:21:10.014Z
1SB,1781778071974,1070,2026-06-18T10:21:11.974Z
2SB,1781778072006,618,2026-06-18T10:21:12.006Z
2BB,1781778072049,497,2026-06-18T10:21:12.049Z
1BB,1781778072069,987,2026-06-18T10:21:12.069Z
2BB,1781778073767,503,2026-06-18T10:21:13.767Z
1BB,1781778073783,992,2026-06-18T10:21:13.783Z
1SB,1781778073893,828,2026-06-18T10:21:13.893Z
2SB,1781778073911,623,2026-06-18T10:21:13.911Z
2BB,1781778075768,505,2026-06-18T10:21:15.768Z
1BB,1781778075876,984,2026-06-18T10:21:15.876Z
2SB,1781778075916,616,2026-06-18T10:21:15.916Z
1SB,1781778075973,823,2026-06-18T10:21:15.973Z
1SB,1781778077958,1065,2026-06-18T10:21:17.958Z
1BB,1781778077958,989,2026-06-18T10:21:17.958Z
2BB,1781778077974,497,2026-06-18T10:21:17.974Z
2SB,1781778077991,620,2026-06-18T10:21:17.991Z
2BB,1781778079897,499,2026-06-18T10:21:19.897Z
1BB,1781778079960,0,2026-06-18T10:21:19.960Z
2SB,1781778079998,613,2026-06-18T10:21:19.998Z
1SB,1781778080039,823,2026-06-18T10:21:20.039Z
1BB,1781778081780,986,2026-06-18T10:21:21.780Z
2BB,1781778081807,507,2026-06-18T10:21:21.807Z
1SB,1781778081844,828,2026-06-18T10:21:21.844Z
2SB,1781778081887,609,2026-06-18T10:21:21.887Z
2BB,1781778083823,492,2026-06-18T10:21:23.823Z
1BB,1781778083871,0,2026-06-18T10:21:23.871Z
2BB,1781778085823,500,2026-06-18T10:21:25.823Z
1SB,1781778085918,824,2026-06-18T10:21:25.918Z
1BB,1781778085966,0,2026-06-18T10:21:25.966Z
2SB,1781778085966,628,2026-06-18T10:21:25.966Z
1BB,1781778087875,0,2026-06-18T10:21:27.875Z
2SB,1781778087971,619,2026-06-18T10:21:27.971Z
1SB,1781778088016,827,2026-06-18T10:21:28.016Z
2BB,1781778088038,503,2026-06-18T10:21:28.038Z
2BB,1781778089955,496,2026-06-18T10:21:29.955Z
2SB,1781778090051,613,2026-06-18T10:21:30.051Z
1BB,1781778090051,990,2026-06-18T10:21:30.051Z
1SB,1781778090098,827,2026-06-18T10:21:30.098Z
2BB,1781778091964,494,2026-06-18T10:21:31.964Z
1BB,1781778092067,988,2026-06-18T10:21:32.067Z
1SB,1781778092083,828,2026-06-18T10:21:32.083Z
2SB,1781778092147,621,2026-06-18T10:21:32.147Z
2SB,1781778093849,621,2026-06-18T10:21:33.849Z
1BB,1781778093865,984,2026-06-18T10:21:33.865Z
2BB,1781778093865,505,2026-06-18T10:21:33.865Z
1SB,1781778094009,824,2026-06-18T10:21:34.009Z
2BB,1781778095883,505,2026-06-18T10:21:35.883Z
1BB,1781778095963,990,2026-06-18T10:21:35.963Z
1SB,1781778095979,1074,2026-06-18T10:21:35.979Z
2SB,1781778096042,611,2026-06-18T10:21:36.042Z
2BB,1781778097901,501,2026-06-18T10:21:37.901Z
2SB,1781778098028,617,2026-06-18T10:21:38.028Z
1BB,1781778098060,988,2026-06-18T10:21:38.060Z
1SB,1781778098060,1070,2026-06-18T10:21:38.060Z
1BB,1781778099965,990,2026-06-18T10:21:39.965Z
1SB,1781778100062,1064,2026-06-18T10:21:40.062Z
